# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* EJFNJEFF_00001      K03495  294.00 1004.1  4.8e-303 tRNA uridine 5-carboxymethylaminomethyl modification enzyme
  EJFNJEFF_01250      K18217  818.97  201.0   2.6e-60 ATP-binding cassette, subfamily B, tetracycline resistant protein
  EJFNJEFF_01250      K18216  852.50  194.1   3.2e-58 ATP-binding cassette, subfamily B, tetracycline resistant protein
  EJFNJEFF_01250      K05674 1496.80  190.1   4.6e-57 ATP-binding cassette, subfamily C (CFTR/MRP), member 10
  EJFNJEFF_01250      K18891  788.30  184.4   2.8e-55 ATP-binding cassette, subfamily B, multidrug efflux pump
  EJFNJEFF_01250      K24820 1115.40  182.7     1e-54 ATP-binding cassette, subfamily B, fatty acid transporter
  EJFNJEFF_01250      K18892  766.33  178.9   1.3e-53 ATP-binding cassette, subfamily B, multidrug efflux pump
  EJFNJEFF_01250      K02068  246.37  168.9   1.9e-50 UDP-glucose/iron transport system ATP-binding protein
  EJFNJEFF_01250      K20485  585.63  166.1     1e-49 ATP-binding cassette, subfamily B, bacterial NisT/SpaT
  EJFNJEFF_01250      K02017  359.33  162.0   2.7e-48 molybdate transport system ATP-binding protein [EC:7.3.2.5]
  EJFNJEFF_01250      K24910  513.23  159.9   8.1e-48 ATP-binding cassette, subfamily B, bacterial RamA/AmfB
  EJFNJEFF_01250      K16786  346.13  159.4   1.5e-47 energy-coupling factor transport system ATP-binding protein [EC:7.-.-.-]
  EJFNJEFF_01250      K12292 1390.20  156.4     1e-46 ATP-binding cassette, subfamily C, bacterial, competence factor transporting protein [EC:3.4.22.-]
  EJFNJEFF_01250      K06857  262.53  153.7   6.3e-46 tungstate transport system ATP-binding protein [EC:7.3.2.6]
  EJFNJEFF_01250      K12536  499.00  152.1   1.8e-45 ATP-binding cassette, subfamily C, type I secretion system permease/ATPase
  EJFNJEFF_01250      K12531  996.53  150.1   6.9e-45 ATP-binding cassette, subfamily B, bacterial RtxE
  EJFNJEFF_01250      K12530  976.60  146.9   7.6e-44 ATP-binding cassette, subfamily B, bacterial RtxB
  EJFNJEFF_01250      K09810  332.03  145.7   1.8e-43 lipoprotein-releasing system ATP-binding protein [EC:7.6.2.-]
  EJFNJEFF_01250      K01552  410.27  143.7   7.8e-43 energy-coupling factor transport system ATP-binding protein [EC:7.-.-.-]
  EJFNJEFF_01250      K01990  251.30  143.7     1e-42 ABC-2 type transport system ATP-binding protein
  EJFNJEFF_01250      K18894 2140.17  141.6   1.9e-42 ATP-binding cassette, subfamily B, multidrug efflux pump
  EJFNJEFF_01250      K02041  271.80  141.2   5.4e-42 phosphonate transport system ATP-binding protein [EC:7.3.2.2]
  EJFNJEFF_01250      K15497  378.10  139.4   1.9e-41 molybdate/tungstate transport system ATP-binding protein [EC:7.3.2.5 7.3.2.6]
  EJFNJEFF_01250      K24040  612.13  138.5   1.9e-41 energy-coupling factor transport system permease/ATP-binding protein [EC:7.-.-.-]
  EJFNJEFF_01250      K16787  343.57  138.4   3.3e-41 energy-coupling factor transport system ATP-binding protein [EC:7.-.-.-]
  EJFNJEFF_01250      K02003  293.10  138.1   4.6e-41 putative ABC transport system ATP-binding protein
  EJFNJEFF_01250      K18895 2293.67  137.5   3.4e-41 ATP-binding cassette, subfamily B, salmochelin/enterobactin exporter
  EJFNJEFF_01250      K02006  338.27  132.7   1.8e-39 cobalt/nickel transport system ATP-binding protein
  EJFNJEFF_01250      K02013  257.90  131.4   3.9e-39 iron complex transport system ATP-binding protein [EC:7.2.2.-]
  EJFNJEFF_01250      K09817  267.07  130.8   6.5e-39 zinc transport system ATP-binding protein [EC:7.2.2.20]
  EJFNJEFF_01250      K02071  329.70  130.4   9.8e-39 D-methionine transport system ATP-binding protein
  EJFNJEFF_01250      K02056  507.23  129.6   1.4e-38 simple sugar transport system ATP-binding protein [EC:7.5.2.-]
  EJFNJEFF_01250      K11635  382.43  128.5   2.5e-38 putative ABC transport system ATP-binding protein
  EJFNJEFF_01250      K05666 1809.23  125.8   7.1e-38 ATP-binding cassette, subfamily C (CFTR/MRP), member 2
  EJFNJEFF_01250      K23537  585.10  125.2   2.5e-37 general nucleoside transport system ATP-binding protein
  EJFNJEFF_01250      K16784  271.17  122.0   2.8e-36 biotin transport system ATP-binding protein [EC:7.6.2.-]
  EJFNJEFF_01250      K15555  313.20  121.8   3.8e-36 sulfonate transport system ATP-binding protein [EC:7.6.2.14]
  EJFNJEFF_01250      K02032  399.13  120.4   8.8e-36 peptide/nickel transport system ATP-binding protein
  EJFNJEFF_01250      K02049  347.90  120.3   1.2e-35 NitT/TauT family transport system ATP-binding protein
  EJFNJEFF_01250      K02062  410.03  120.0   1.5e-35 thiamine transport system ATP-binding protein [EC:7.6.2.15]
  EJFNJEFF_01250      K02036  255.50  118.3   3.8e-35 phosphate transport system ATP-binding protein [EC:7.3.2.1]
  EJFNJEFF_01250      K10441  709.70  118.2   3.7e-35 ribose transport system ATP-binding protein [EC:7.5.2.7]
  EJFNJEFF_01250      K02028  376.20  117.1   8.8e-35 polar amino acid transport system ATP-binding protein [EC:7.4.2.1]
  EJFNJEFF_01250      K20386       -  117.1   6.3e-35 ATP-binding cassette, subfamily B, bacterial CylB
  EJFNJEFF_01250      K05685  537.13  117.1   7.6e-35 macrolide transport system ATP-binding/permease protein [EC:7.6.2.-]
  EJFNJEFF_01250      K02010  436.07  117.0   7.2e-35 iron(III) transport system ATP-binding protein [EC:7.2.2.7]
  EJFNJEFF_01250      K10112  531.00  117.0   1.1e-34 multiple sugar transport system ATP-binding protein
  EJFNJEFF_01250      K09812  292.07  116.8   1.4e-34 cell division transport system ATP-binding protein
  EJFNJEFF_01250      K09814  291.60  116.6   9.9e-35 hemin transport system ATP-binding protein [EC:7.6.2.-]
  EJFNJEFF_01250      K15600  258.30  116.0   1.6e-34 putative hydroxymethylpyrimidine transport system ATP-binding protein
  EJFNJEFF_01250      K02031  395.20  115.6   2.7e-34 peptide/nickel transport system ATP-binding protein
  EJFNJEFF_01250      K02193  194.90  112.9     2e-33 heme exporter protein A [EC:7.6.2.5]
  EJFNJEFF_01250      K05833  184.70  112.7   1.6e-33 putative tryptophan/tyrosine transport system ATP-binding protein
  EJFNJEFF_01250      K21397  381.93  112.7   1.7e-33 ABC transport system ATP-binding/permease protein
  EJFNJEFF_01250      K10038  395.67  112.5   1.6e-33 glutamine transport system ATP-binding protein [EC:7.4.2.1]
  EJFNJEFF_01250      K19340  298.10  112.4   2.3e-33 Cu-processing system ATP-binding protein
  EJFNJEFF_01250      K02065  294.23  112.3   2.8e-33 phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein
  EJFNJEFF_01250      K13896  797.47  112.2   2.5e-33 microcin C transport system ATP-binding protein
  EJFNJEFF_01250      K10545  327.20  112.1   2.7e-33 D-xylose transport system ATP-binding protein [EC:7.5.2.10]
  EJFNJEFF_01250      K10822  138.23  111.7   3.6e-33 nonpolar-amino-acid-transporting ATPase [EC:7.4.2.2]
  EJFNJEFF_01250      K02471  423.33  111.5   3.3e-33 vitamin B12/bleomycin/antimicrobial peptide transport system ATP-binding/permease protein
  EJFNJEFF_01250      K10820  639.67  111.3   4.3e-33 galactofuranose transport system ATP-binding protein [EC:7.5.2.9]
  EJFNJEFF_01250      K11631  409.53  110.8   6.7e-33 bacitracin transport system ATP-binding protein
  EJFNJEFF_01250      K09820  328.13  110.3   8.7e-33 manganese/iron transport system ATP-binding protein
  EJFNJEFF_01250      K24911  474.00  110.1   1.1e-32 ATP-binding cassette, subfamily B, bacterial RamB/AmfA
  EJFNJEFF_01250      K09695  345.43  109.6   1.7e-32 lipooligosaccharide transport system ATP-binding protein
  EJFNJEFF_01250      K11050  352.17  109.5   1.7e-32 multidrug/hemolysin transport system ATP-binding protein
  EJFNJEFF_01250      K10562  701.97  108.2   3.2e-32 rhamnose transport system ATP-binding protein [EC:7.5.2.-]
  EJFNJEFF_01250      K10010  381.80  107.8   5.3e-32 L-cystine transport system ATP-binding protein [EC:7.4.2.1]
  EJFNJEFF_01250      K02074  282.47  107.0   1.3e-31 zinc/manganese transport system ATP-binding protein
  EJFNJEFF_01250      K10831  339.77  106.9   1.2e-31 taurine transport system ATP-binding protein [EC:7.6.2.7]
  EJFNJEFF_01250      K05847  355.60  106.1   2.7e-31 osmoprotectant transport system ATP-binding protein [EC:7.6.2.9]
  EJFNJEFF_01250      K11963  283.10  106.0   1.5e-31 urea transport system ATP-binding protein
  EJFNJEFF_01250      K09697  279.93  105.8   2.2e-31 sodium transport system ATP-binding protein [EC:7.2.2.4]
  EJFNJEFF_01250      K05776  298.33  105.4   3.1e-31 molybdate transport system ATP-binding protein
  EJFNJEFF_01250      K16963  393.27  104.8   3.9e-31 putative S-methylcysteine transport system ATP-binding protein
  EJFNJEFF_01250      K23060  409.47  104.8   3.7e-31 arginine/lysine/histidine transport system ATP-binding protein [EC:7.4.2.1]
  EJFNJEFF_01250      K10824  305.80  104.8   5.1e-31 nickel transport system ATP-binding protein [EC:7.2.2.11]
  EJFNJEFF_01250      K19083  405.17  103.6   9.3e-31 bacitracin transport system ATP-binding protein
  EJFNJEFF_01250      K11072  498.73  103.4   1.3e-30 spermidine/putrescine transport system ATP-binding protein [EC:7.6.2.11]
  EJFNJEFF_01250      K17240  489.33  102.9   1.6e-30 inositol-phosphate transport system ATP-binding protein
  EJFNJEFF_01250      K02052  501.10  102.8   2.4e-30 putative spermidine/putrescine transport system ATP-binding protein
  EJFNJEFF_01250      K23184  357.90  102.6   1.7e-30 ferric citrate transport system ATP-binding protein [EC:7.2.2.18]
  EJFNJEFF_01250      K10548  728.90  102.5     2e-30 putative multiple sugar transport system ATP-binding protein [EC:7.5.2.-]
  EJFNJEFF_01250      K15587  334.70  102.4   2.3e-30 nickel transport system ATP-binding protein [EC:7.2.2.11]
  EJFNJEFF_01250      K19973  340.30  102.1   2.8e-30 manganese transport system ATP-binding protein [EC:7.2.2.5]
  EJFNJEFF_01250      K16960  398.73  100.3   9.9e-30 L-cystine transport system ATP-binding protein [EC:7.4.2.1]
  EJFNJEFF_01250      K10558  574.93  100.2   1.1e-29 AI-2 transport system ATP-binding protein
  EJFNJEFF_01250      K01995  314.03   99.0   3.1e-29 branched-chain amino acid transport system ATP-binding protein
  EJFNJEFF_01250      K10539  699.13   98.8   2.1e-29 L-arabinose transport system ATP-binding protein [EC:7.5.2.12]
  EJFNJEFF_01250      K17215  730.17   97.7     5e-29 inositol transport system ATP-binding protein
  EJFNJEFF_01250      K20490  294.70   96.1   1.8e-28 lantibiotic transport system ATP-binding protein
  EJFNJEFF_01250      K16920  345.40   96.0   2.2e-28 acetoin utilization transport system ATP-binding protein
  EJFNJEFF_01250      K10111  532.93   95.3   3.7e-28 multiple sugar transport system ATP-binding protein [EC:7.5.2.-]
  EJFNJEFF_01250      K10829  364.03   94.9   4.6e-28 ferric hydroxamate transport system ATP-binding protein [EC:7.2.2.16]
  EJFNJEFF_01250      K24949  365.97   94.8   4.3e-28 antimicrobial peptide resistance transport system ATP-binding protein [EC:7.6.2.-]
  EJFNJEFF_01250      K10041  406.50   94.8     4e-28 aspartate/glutamate/glutamine transport system ATP-binding protein [EC:7.4.2.1]
  EJFNJEFF_01250      K06160  581.33   94.7   4.5e-28 putative pyoverdin transport system ATP-binding/permease protein
  EJFNJEFF_01250      K19079  442.77   94.3   6.5e-28 cationic antimicrobial peptide transport system ATP-binding protein
  EJFNJEFF_01250      K09972  441.03   93.9   7.6e-28 general L-amino acid transport system ATP-binding protein [EC:7.4.2.1]
  EJFNJEFF_01250      K11084  428.67   93.7   9.8e-28 2-aminoethylphosphonate transport system ATP-binding protein
  EJFNJEFF_01250      K20459  368.60   93.5   1.6e-27 lantibiotic transport system ATP-binding protein
  EJFNJEFF_01250      K10000  348.87   92.9   1.9e-27 arginine transport system ATP-binding protein [EC:7.4.2.1]
  EJFNJEFF_01250      K01996  320.93   92.9   2.5e-27 branched-chain amino acid transport system ATP-binding protein
  EJFNJEFF_01250      K23547  642.20   91.3   5.1e-27 sugar transport system ATP-binding protein
  EJFNJEFF_01250      K15578  427.17   91.3   6.1e-27 nitrate/nitrite transport system ATP-binding protein [EC:7.3.2.4]
  EJFNJEFF_01250      K19309  421.43   90.0   1.6e-26 bacitracin transport system ATP-binding protein
  EJFNJEFF_01250      K13926  850.70   89.9   8.7e-27 ribosome-dependent ATPase
  EJFNJEFF_01250      K11710  353.93   89.8   1.7e-26 manganese/zinc/iron transport system ATP- binding protein [EC:7.2.2.5]
  EJFNJEFF_01250      K05779  229.87   88.9   2.7e-26 putative thiamine transport system ATP-binding protein
  EJFNJEFF_01250      K10542  730.20   88.6   3.4e-26 methyl-galactoside transport system ATP-binding protein [EC:7.5.2.11]
  EJFNJEFF_01250      K10823  490.13   88.4   5.4e-26 oligopeptide transport system ATP-binding protein
  EJFNJEFF_01250      K02045  443.83   88.1   6.4e-26 sulfate/thiosulfate transport system ATP-binding protein [EC:7.3.2.3]
  EJFNJEFF_01250      K10004  408.20   87.8     6e-26 glutamate/aspartate transport system ATP-binding protein [EC:7.4.2.1]
  EJFNJEFF_01250      K17325  441.30   87.7   7.3e-26 glycerol transport system ATP-binding protein
  EJFNJEFF_01250      K05816  518.60   87.2   1.1e-25 sn-glycerol 3-phosphate transport system ATP-binding protein [EC:7.6.2.10]
  EJFNJEFF_01250      K15583  505.27   86.5   1.6e-25 oligopeptide transport system ATP-binding protein
  EJFNJEFF_01250      K12372  454.97   86.4   2.2e-25 dipeptide transport system ATP-binding protein
  EJFNJEFF_01250      K10008  419.40   86.2   1.8e-25 glutamate transport system ATP-binding protein [EC:7.4.2.1]
  EJFNJEFF_01250      K11958  375.13   86.0   2.4e-25 neutral amino acid transport system ATP-binding protein
  EJFNJEFF_01250      K15579  423.83   85.7     3e-25 nitrate/nitrite transport system ATP-binding protein
  EJFNJEFF_01250      K11957  373.70   85.4   2.9e-25 neutral amino acid transport system ATP-binding protein
  EJFNJEFF_01250      K09013  164.80   85.2   3.8e-25 Fe-S cluster assembly ATP-binding protein
  EJFNJEFF_01250      K00400  550.73   84.3   7.2e-25 methyl coenzyme M reductase system, component A2
  EJFNJEFF_01250      K11076  483.03   83.8     9e-25 putrescine transport system ATP-binding protein [EC:7.6.2.16]
  EJFNJEFF_01250      K17210  668.87   83.8   8.8e-25 inositol transport system ATP-binding protein
  EJFNJEFF_01250      K19230  330.53   83.7   1.2e-24 cationic peptide transport system ATP-binding protein
  EJFNJEFF_01250      K10830  357.77   83.2   1.8e-24 manganese/zinc transport system ATP-binding protein [EC:7.2.2.5]
  EJFNJEFF_01250      K06074  240.47   83.1   2.1e-24 vitamin B12 transport system ATP-binding protein [EC:7.6.2.8]
  EJFNJEFF_01250      K17324  369.60   82.3   2.8e-24 glycerol transport system ATP-binding protein
  EJFNJEFF_01250      K15738  633.23   81.1     6e-24 ABC transport system ATP-binding/permease protein
  EJFNJEFF_01250      K11603  361.60   80.6   9.4e-24 manganese transport system ATP-binding protein [EC:7.2.2.5]
  EJFNJEFF_01250      K17204  627.63   80.6     7e-24 erythritol transport system ATP-binding protein
  EJFNJEFF_01250      K17207  725.97   80.4   1.1e-23 putative xylitol transport system ATP-binding protein
  EJFNJEFF_01250      K05780  229.80   80.4   1.2e-23 alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL [EC:2.7.8.37]
  EJFNJEFF_01250      K11607  412.77   80.1   1.4e-23 manganese/iron transport system ATP-binding protein
  EJFNJEFF_01250      K06159  568.50   79.4   1.9e-23 multidrug/microcin transport system ATP-binding/permease protein
  EJFNJEFF_01250      K12371  494.00   79.4   2.5e-23 dipeptide transport system ATP-binding protein
  EJFNJEFF_01250      K10551  678.97   79.3   2.3e-23 D-allose transport system ATP-binding protein [EC:7.5.2.8]
  EJFNJEFF_01250      K17076  375.67   79.2   2.6e-23 putative lysine transport system ATP-binding protein
  EJFNJEFF_01250      K11962  317.53   78.8   3.9e-23 urea transport system ATP-binding protein
  EJFNJEFF_01250      K06158  580.93   77.9   5.9e-23 ATP-binding cassette, subfamily F, member 3
  EJFNJEFF_01250      K10191  553.63   77.7   9.1e-23 lactose/L-arabinose transport system ATP-binding protein
  EJFNJEFF_01250      K10021  430.80   76.6   1.4e-22 octopine/nopaline transport system ATP-binding protein [EC:7.4.2.1]
  EJFNJEFF_01250      K10199  482.83   75.5   3.7e-22 glucose/arabinose transport system ATP-binding protein
  EJFNJEFF_01250      K16921  284.73   74.4   7.3e-22 acetoin utilization transport system ATP-binding protein
  EJFNJEFF_01250      K11953  527.57   73.8   1.2e-21 bicarbonate transport system ATP-binding protein [EC:7.3.2.-]
  EJFNJEFF_01250      K11706  396.60   73.8   1.7e-21 iron/zinc/manganese/copper transport system ATP-binding protein
  EJFNJEFF_01250      K16907  356.07   73.5   1.6e-21 fluoroquinolone transport system ATP-binding protein [EC:7.6.2.-]
  EJFNJEFF_01250      K05781  277.20   72.6     3e-21 putative phosphonate transport system ATP-binding protein
  EJFNJEFF_01250      K11952 1189.93   71.8   4.3e-21 bicarbonate transport system ATP-binding protein [EC:7.3.2.-]
  EJFNJEFF_01250      K02069  171.43   70.9   8.9e-21 UDP-glucose/iron transport system permease protein
  EJFNJEFF_01250      K10554  390.77   70.5   1.4e-20 fructose transport system ATP-binding protein
  EJFNJEFF_01250      K17063  443.53   70.3   1.6e-20 arginine/lysine/histidine/glutamine transport system ATP-binding protein [EC:7.4.2.1]
  EJFNJEFF_01250      K10025  455.37   70.2   1.4e-20 arginine/ornithine transport system ATP-binding protein [EC:7.4.2.1]
  EJFNJEFF_01250      K06861  278.37   69.8   2.4e-20 lipopolysaccharide export system ATP-binding protein [EC:7.5.2.5]
  EJFNJEFF_01250      K13892  956.43   69.0   2.8e-20 glutathione transport system ATP-binding protein
  EJFNJEFF_01250      K24712 1113.77   68.8   2.3e-20 D-galactose transport system ATP-binding protein [EC:7.5.2.11]
  EJFNJEFF_01250      K23188  450.77   67.0   1.4e-19 ferric enterobactin transport system ATP-binding protein [EC:7.2.2.17]
  EJFNJEFF_01250      K11080  507.77   66.9   1.4e-19 mannopine transport system ATP-binding protein
  EJFNJEFF_01250      K02018  245.83   66.4     2e-19 molybdate transport system permease protein
  EJFNJEFF_01250      K16202  569.93   65.9   2.7e-19 dipeptide transport system ATP-binding protein
  EJFNJEFF_01250      K02000  399.53   65.9     4e-19 glycine betaine/proline transport system ATP-binding protein [EC:7.6.2.9]
  EJFNJEFF_01250      K10235  556.27   65.5     4e-19 alpha-glucoside transport system ATP-binding protein
  EJFNJEFF_01250      K17314  477.43   65.4   3.9e-19 trehalose transport system ATP-binding protein
  EJFNJEFF_01250      K23064  411.13   63.2   1.8e-18 hydroxyproline transport system ATP-binding protein [EC:7.4.2.1]
  EJFNJEFF_01250      K18232  469.97   62.8   3.3e-18 oleandomycin transport system ATP-binding protein
  EJFNJEFF_01250      K10017  469.17   62.5   3.2e-18 histidine transport system ATP-binding protein [EC:7.4.2.1]
  EJFNJEFF_01250      K23058  443.10   62.0   4.5e-18 putative lysine/arginine/ornithine/histidine/octopine transport system ATP-binding protein [EC:7.4.2.1]
  EJFNJEFF_01250      K10195  580.17   59.8     2e-17 oligogalacturonide transport system ATP-binding protein
  EJFNJEFF_01250      K19350  365.87   58.6   5.6e-17 lincosamide and streptogramin A transport system ATP-binding/permease protein
  EJFNJEFF_01250      K23513  732.80   56.4   1.5e-16 riboflavin transport system ATP-binding protein
  EJFNJEFF_01250      K07128  138.13   54.7   6.8e-16 uncharacterized protein
  EJFNJEFF_01250      K19349  649.47   51.9   4.1e-15 pleuromutilin/lincosamide/streptogramin A transport system ATP-binding/permease protein
  EJFNJEFF_01250      K15558       -   47.6   1.5e-13 phthalate transport system ATP-binding protein
  EJFNJEFF_01250      K06161 1053.50   47.1   1.2e-13 putative syringomycin transport system ATP-binding/permease protein
  EJFNJEFF_01250      K19229  463.93   46.5   2.5e-13 cationic peptide transport system ATP-binding protein
  EJFNJEFF_01250      K02034  266.17   44.5   9.6e-13 peptide/nickel transport system permease protein
  EJFNJEFF_01250      K09693  382.27   43.3   2.5e-12 teichoic acid transport system ATP-binding protein [EC:7.5.2.4]
  EJFNJEFF_01250      K06020  634.97   43.1   2.6e-12 energy-dependent translational throttle protein EttA
  EJFNJEFF_01250      K18231  454.87   41.9   4.7e-12 macrolide transport system ATP-binding/permease protein
  EJFNJEFF_01250      K03701  370.63   37.2   7.7e-11 excinuclease ABC subunit A
  EJFNJEFF_01250      K18230  480.77   35.9   2.8e-10 macrolide transport system ATP-binding/permease protein
  EJFNJEFF_01250      K21480  201.07   31.5   6.7e-09 heme oxygenase (biliverdin-producing, ferredoxin) [EC:1.14.15.20]
  EJFNJEFF_01250      K06174  279.07   29.1   3.3e-08 ATP-binding cassette, sub-family E, member 1
  EJFNJEFF_01250      K09689  222.77   25.9   5.8e-07 capsular polysaccharide transport system ATP-binding protein [EC:7.6.2.12]
  EJFNJEFF_01250      K16917  222.10   23.4   4.4e-06 putative peptide transport system ATP-binding protein
