# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* EBNMPBKG_00007      K12297  549.43 1052.1         0 23S rRNA (guanine2445-N2)-methyltransferase / 23S rRNA (guanine2069-N7)-methyltransferase [EC:2.1.1.173 2.1.1.264]
  EBNMPBKG_01126      K13636  335.30  100.9   5.9e-30 LysR family transcriptional regulator, D-serine deaminase activator
  EBNMPBKG_01126      K17737  272.53  100.7   8.9e-30 LysR family transcriptional regulator, carnitine catabolism transcriptional activator
  EBNMPBKG_01126      K19338  278.33   96.3   2.1e-28 LysR family transcriptional regulator, nitrogen assimilation regulatory protein
  EBNMPBKG_01126      K21757  291.87   93.1   2.1e-27 LysR family transcriptional regulator, benzoate and cis,cis-muconate-responsive activator of ben and cat genes
  EBNMPBKG_01126      K21959  234.53   91.4   5.3e-27 LysR family transcriptional regulator, cell division regulator
  EBNMPBKG_01126      K19242  251.93   90.9   7.8e-27 LysR family transcriptional regulator, repressor for citA
  EBNMPBKG_01126      K19618  655.70   88.5   4.6e-26 LysR family transcriptional regulator, activator of insecticidal toxin
  EBNMPBKG_01126      K14057  293.60   86.9     1e-25 LysR family transcriptional regulator, regulator of abg operon
  EBNMPBKG_01126      K04761  278.23   86.0   2.8e-25 LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator
  EBNMPBKG_01126      K21645  177.70   73.6   1.5e-21 LysR family transcriptional regulator, hypochlorite-specific transcription factor HypT
  EBNMPBKG_01126      K21699  210.40   71.1   8.2e-21 LysR family transcriptional regulator, transcriptional activator for bauABCD operon
  EBNMPBKG_01126      K02521  223.70   68.8   3.6e-20 LysR family transcriptional regulator, positive regulator for ilvC
  EBNMPBKG_01126      K03576  222.13   68.6   4.8e-20 LysR family transcriptional regulator, regulator for metE and metH
  EBNMPBKG_01126      K21960  249.03   66.4   2.4e-19 LysR family transcriptional regulator, regulator of the ytmI operon
  EBNMPBKG_01126      K10972  354.87   62.2   3.8e-18 LysR family transcriptional regulator, transcriptional activator of the allD operon
  EBNMPBKG_01126      K05817  291.27   61.8   6.3e-18 LysR family transcriptional regulator, hca operon transcriptional activator
  EBNMPBKG_01126      K13794  329.80   56.3   2.5e-16 LysR family transcriptional regulator, regulatory protein for tcuABC
  EBNMPBKG_01126      K03717  181.00   54.9   5.7e-16 LysR family transcriptional regulator, transcriptional activator of nhaA
  EBNMPBKG_01126      K16516  295.33   53.8     1e-15 LysR family transcriptional regulator, regulator for genes of the gallate degradation pathway
  EBNMPBKG_01126      K07592  328.87   53.7   1.4e-15 LysR family transcriptional regulator, tdc operon transcriptional activator
  EBNMPBKG_01126      K23773  202.80   53.7   2.5e-15 LysR family transcriptional regulator, flagellar master operon regulator
  EBNMPBKG_01126      K05596  140.07   53.1     2e-15 LysR family transcriptional regulator, chromosome initiation inhibitor
  EBNMPBKG_01126      K13634  445.20   52.3   5.2e-15 LysR family transcriptional regulator, cys regulon transcriptional activator
  EBNMPBKG_01126      K02623  235.53   51.4   6.4e-15 LysR family transcriptional regulator, pca operon transcriptional activator
  EBNMPBKG_01126      K05798  250.47   42.1   5.6e-12 LysR family transcriptional regulator, transcriptional activator for leuABCD operon
  EBNMPBKG_01126      K13928  258.00   38.8   4.3e-11 LysR family transcriptional regulator, malonate utilization transcriptional regulator
  EBNMPBKG_01126      K21756  596.50   38.1   8.2e-11 LysR family transcriptional regulator, cis,cis-muconate-responsive activator of cat and ben genes
  EBNMPBKG_01126      K19555  436.10   37.8   1.1e-10 LysR family transcriptional regulator, spv operon transcriptional activator
  EBNMPBKG_01126      K13635  458.70   24.6   1.1e-06 LysR family transcriptional regulator, cys regulon transcriptional activator
  EBNMPBKG_01126      K18297  275.70   23.2     4e-06 LysR family transcriptional regulator, mexEF-oprN operon transcriptional activator
  EBNMPBKG_01126      K14657  278.77   19.1     6e-05 LysR family transcriptional regulator, nod-box dependent transcriptional activator
  EBNMPBKG_01126      K19735  674.73   16.3   0.00031 LysR family transcriptional regulator, quorum-sensing system regulator MvfR
  EBNMPBKG_01126      K22879  195.83   14.1   0.00082 FAD-dependent urate hydroxylase [EC:1.14.13.113]
* EBNMPBKG_01127      K00325  610.90  747.9  1.1e-225 H+-translocating NAD(P) transhydrogenase subunit beta [EC:1.6.1.2 7.1.1.1]
  EBNMPBKG_01127      K00323  806.27  628.9  2.2e-189 H+-translocating NAD(P) transhydrogenase [EC:1.6.1.2 7.1.1.1]
  EBNMPBKG_01127      K00322  430.37   66.8   1.1e-19 NAD(P) transhydrogenase [EC:1.6.1.1]
  EBNMPBKG_01127      K11415  322.63   13.2    0.0031 NAD+-dependent protein deacetylase sirtuin 5 [EC:2.3.1.286]
  EBNMPBKG_01127      K02864   52.40   11.8     0.012 large subunit ribosomal protein L10
  EBNMPBKG_01127      K00993  367.37    8.3     0.087 ethanolaminephosphotransferase [EC:2.7.8.1]
  EBNMPBKG_01127      K07778  172.60    4.3       1.4 two-component system, NarL family, sensor histidine kinase DesK [EC:2.7.13.3]
  EBNMPBKG_01127      K18967  241.73    1.8       9.6 diguanylate cyclase [EC:2.7.7.65]
  EBNMPBKG_01128      K00323  806.27  708.5  2.1e-213 H+-translocating NAD(P) transhydrogenase [EC:1.6.1.2 7.1.1.1]
* EBNMPBKG_01128      K00324  399.87  683.7  1.9e-206 H+-translocating NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2 7.1.1.1]
  EBNMPBKG_01128      K00259  292.43  225.8     8e-68 alanine dehydrogenase [EC:1.4.1.1]
  EBNMPBKG_01128      K00298  374.00   93.3   1.2e-27 N5-(carboxyethyl)ornithine synthase [EC:1.5.1.24]
  EBNMPBKG_01128      K00322  430.37   53.4   1.3e-15 NAD(P) transhydrogenase [EC:1.6.1.1]
  EBNMPBKG_01128      K06410  102.50   30.5   1.7e-08 dipicolinate synthase subunit A
  EBNMPBKG_01128      K00290  149.80   26.9   1.5e-07 saccharopine dehydrogenase (NAD+, L-lysine forming) [EC:1.5.1.7]
  EBNMPBKG_01128      K13953  336.03   23.7   1.7e-06 alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]
  EBNMPBKG_01128      K01925  357.30   23.4   2.2e-06 UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9]
  EBNMPBKG_01128      K00004  368.03   22.2   4.5e-06 (R,R)-butanediol dehydrogenase / meso-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.4 1.1.1.- 1.1.1.303]
  EBNMPBKG_01128      K17830  252.87   21.2   9.3e-06 digeranylgeranylglycerophospholipid reductase [EC:1.3.1.101 1.3.7.11]
  EBNMPBKG_01128      K00008  389.77   20.5   1.5e-05 L-iditol 2-dehydrogenase [EC:1.1.1.14]
  EBNMPBKG_01128      K23259  455.03   20.2   1.8e-05 isopropanol dehydrogenase (NADP+) [EC:1.1.1.80]
  EBNMPBKG_01128      K22549  446.50   20.2   1.6e-05 D-hydroxyproline dehydrogenase subunit alpha [EC:1.5.99.-]
  EBNMPBKG_01128      K00302 1271.27   19.8   1.5e-05 sarcosine oxidase, subunit alpha [EC:1.5.3.1]
  EBNMPBKG_01128      K04940  210.63   19.6   3.4e-05 opine dehydrogenase [EC:1.5.1.28]
  EBNMPBKG_01128      K23120  208.90   18.3   0.00011 histidine 2-aminobutanoyltransferase [EC:2.5.1.152 2.5.1.-]
  EBNMPBKG_01128      K08322  358.77   18.1   9.1e-05 L-gulonate 5-dehydrogenase [EC:1.1.1.380]
  EBNMPBKG_01128      K00060  325.00   18.1   8.4e-05 threonine 3-dehydrogenase [EC:1.1.1.103]
  EBNMPBKG_01128      K12957  387.57   18.0    0.0001 alcohol/geraniol dehydrogenase (NADP+) [EC:1.1.1.2 1.1.1.183]
  EBNMPBKG_01128      K00098  358.97   18.0     9e-05 L-idonate 5-dehydrogenase [EC:1.1.1.264]
  EBNMPBKG_01128      K00480  312.93   17.6   0.00012 salicylate hydroxylase [EC:1.14.13.1]
  EBNMPBKG_01128      K18367  472.27   17.6   0.00011 CoA-dependent NAD(P)H sulfur oxidoreductase [EC:1.8.1.18]
  EBNMPBKG_01128      K00514  465.03   17.4   0.00012 zeta-carotene desaturase [EC:1.3.5.6]
  EBNMPBKG_01128      K05556  366.60   17.1   0.00023 ketoreductase RED1 [EC:1.1.1.-]
  EBNMPBKG_01128      K00301  373.27   17.1   0.00017 sarcosine oxidase [EC:1.5.3.1]
  EBNMPBKG_01128      K23842  539.43   16.9   0.00022 NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]
  EBNMPBKG_01128      K00344  283.53   16.7   0.00025 NADPH:quinone reductase [EC:1.6.5.5]
  EBNMPBKG_01128      K16839  320.60   16.3   0.00039 FAD-dependent urate hydroxylase [EC:1.14.13.113]
  EBNMPBKG_01128      K00244  389.23   16.0   0.00032 fumarate reductase flavoprotein subunit [EC:1.3.5.4]
  EBNMPBKG_01128      K23007  386.30   16.0   0.00046 L-galactonate 5-dehydrogenase [EC:1.1.1.414]
  EBNMPBKG_01128      K00148  367.43   15.8   0.00039 glutathione-independent formaldehyde dehydrogenase [EC:1.2.1.46]
  EBNMPBKG_01128      K14465  467.20   15.3   0.00053 succinate semialdehyde reductase (NADPH) [EC:1.1.1.-]
  EBNMPBKG_01128      K00014  194.37   15.1   0.00083 shikimate dehydrogenase [EC:1.1.1.25]
  EBNMPBKG_01128      K00384  320.57   15.0   0.00079 thioredoxin reductase (NADPH) [EC:1.8.1.9]
  EBNMPBKG_01128      K00485  255.03   14.7    0.0006 dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]
  EBNMPBKG_01128      K22879  195.83   14.4   0.00067 FAD-dependent urate hydroxylase [EC:1.14.13.113]
  EBNMPBKG_01128      K21677  290.43   14.1    0.0011 hydroxysqualene dehydroxylase [EC:1.17.8.1]
  EBNMPBKG_01128      K03388  667.43   13.9   0.00096 heterodisulfide reductase subunit A2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]
  EBNMPBKG_01128      K21401  224.47   13.6    0.0023 menaquinone-9 beta-reductase [EC:1.3.99.38]
  EBNMPBKG_01128      K17363  602.27   13.4    0.0017 urocanate reductase [EC:1.3.99.33]
  EBNMPBKG_01128      K00486  330.67   13.3    0.0018 kynurenine 3-monooxygenase [EC:1.14.13.9]
  EBNMPBKG_01128      K21738  558.60   13.2    0.0023 rubredoxin---NAD+ reductase [EC:1.18.1.1]
  EBNMPBKG_01128      K16182  251.30   13.0    0.0038 3-methylornithyl-N6-L-lysine dehydrogenase [EC:1.4.1.-]
  EBNMPBKG_01128      K18208  122.23   12.9    0.0036 renalase [EC:1.6.3.5]
  EBNMPBKG_01128      K14974  460.30   12.9     0.003 6-hydroxynicotinate 3-monooxygenase [EC:1.14.13.114]
  EBNMPBKG_01128      K09845  531.57   12.9    0.0026 1-hydroxycarotenoid 3,4-desaturase [EC:1.3.99.27]
  EBNMPBKG_01128      K16785  119.00   12.7     0.004 energy-coupling factor transport system permease protein
  EBNMPBKG_01128      K00278  517.87   12.7    0.0026 L-aspartate oxidase [EC:1.4.3.16]
  EBNMPBKG_01128      K07402   84.93   12.7    0.0031 xanthine dehydrogenase accessory factor
  EBNMPBKG_01128      K00219  581.60   12.6    0.0022 2,4-dienoyl-CoA reductase (NADPH2) [EC:1.3.1.34]
  EBNMPBKG_01128      K23005  505.60   12.4    0.0042 L-galactonate 5-dehydrogenase [EC:1.1.1.414]
  EBNMPBKG_01128      K00231  141.70   12.3    0.0049 protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]
  EBNMPBKG_01128      K15461  171.00   12.2    0.0035 tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein [EC:2.1.1.61 1.5.-.-]
  EBNMPBKG_01128      K10027  522.20   12.1    0.0057 phytoene desaturase [EC:1.3.99.26 1.3.99.28 1.3.99.29 1.3.99.31]
  EBNMPBKG_01128      K15020  311.07   12.0    0.0065 acryloyl-coenzyme A reductase [EC:1.3.1.84]
  EBNMPBKG_01128      K02492   75.30   12.0    0.0062 glutamyl-tRNA reductase [EC:1.2.1.70]
  EBNMPBKG_01128      K00274  244.23   11.8    0.0049 monoamine oxidase [EC:1.4.3.4]
  EBNMPBKG_01128      K03153  264.43   11.8    0.0097 glycine oxidase [EC:1.4.3.19]
  EBNMPBKG_01128      K22270  440.70   11.7    0.0074 3-hydroxybenzoate 6-monooxygenase [EC:1.14.13.24]
  EBNMPBKG_01128      K17722  456.73   11.7    0.0072 dihydropyrimidine dehydrogenase (NAD+) subunit PreT [EC:1.3.1.1]
  EBNMPBKG_01128      K21061  265.07   11.6     0.008 D-hydroxyproline dehydrogenase subunit beta [EC:1.5.99.-]
  EBNMPBKG_01128      K22969  340.37   11.6    0.0074 glucose 1-dehydrogenase [EC:1.1.1.47]
  EBNMPBKG_01128      K01589  267.47   11.6    0.0072 5-(carboxyamino)imidazole ribonucleotide synthase [EC:6.3.4.18]
  EBNMPBKG_01128      K00466  406.50   11.6     0.006 tryptophan 2-monooxygenase [EC:1.13.12.3]
  EBNMPBKG_01128      K06443  119.53   11.5    0.0084 lycopene beta-cyclase [EC:5.5.1.19]
  EBNMPBKG_01128      K21833  739.10   11.5    0.0051 dimethylglycine catabolism A
  EBNMPBKG_01128      K00094  455.20   11.3     0.011 galactitol-1-phosphate 5-dehydrogenase [EC:1.1.1.251]
  EBNMPBKG_01128      K17839  386.20   11.3     0.011 polyamine oxidase [EC:1.5.3.17 1.5.3.-]
  EBNMPBKG_01128      K13979  514.13   11.1      0.01 alcohol dehydrogenase (NADP+) [EC:1.1.1.2]
  EBNMPBKG_01128      K13796  345.73   11.1    0.0081 tricarballylate dehydrogenase
  EBNMPBKG_01128      K13015  454.57   11.1    0.0089 UDP-N-acetyl-D-glucosamine dehydrogenase [EC:1.1.1.136]
  EBNMPBKG_01128      K09879  493.80   10.9    0.0084 carotenoid phi-ring synthase / carotenoid chi-ring synthase [EC:1.3.99.39 1.3.99.40]
  EBNMPBKG_01128      K04526   79.23   10.9      0.03 insulin
  EBNMPBKG_01128      K00354  438.70   10.6     0.018 NADPH2 dehydrogenase [EC:1.6.99.1]
  EBNMPBKG_01128      K00266  511.93   10.6     0.014 glutamate synthase (NADPH) small chain [EC:1.4.1.13]
  EBNMPBKG_01128      K00306  306.10   10.5     0.013 sarcosine oxidase / L-pipecolate oxidase [EC:1.5.3.1 1.5.3.7]
  EBNMPBKG_01128      K14520  602.60   10.5     0.011 4-hydroxyacetophenone monooxygenase [EC:1.14.13.84]
  EBNMPBKG_01128      K00239  637.47   10.3     0.016 succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]
  EBNMPBKG_01128      K00055  379.57   10.2     0.027 aryl-alcohol dehydrogenase [EC:1.1.1.90]
  EBNMPBKG_01128      K07222  281.03   10.0     0.022 putative flavoprotein involved in K+ transport
  EBNMPBKG_01128      K00694  285.97    9.6     0.017 cellulose synthase (UDP-forming) [EC:2.4.1.12]
  EBNMPBKG_01128      K03778  336.33    6.7      0.21 D-lactate dehydrogenase [EC:1.1.1.28]
* EBNMPBKG_01129      K00688   93.27 1239.4         0 glycogen phosphorylase [EC:2.4.1.1]
  EBNMPBKG_01129      K16153 1702.93  107.3     4e-32 glycogen phosphorylase/synthase [EC:2.4.1.1 2.4.1.11]
  EBNMPBKG_01129      K12061   98.20   11.9    0.0081 conjugal transfer pilus assembly protein TraW
* EBNMPBKG_01130      K00703  136.83  581.4  2.8e-175 starch synthase [EC:2.4.1.21]
  EBNMPBKG_01130      K13679  671.67  306.9   1.9e-92 granule-bound starch synthase [EC:2.4.1.242]
  EBNMPBKG_01130      K20812  454.23  153.6   6.8e-46 glycogen synthase [EC:2.4.1.242]
  EBNMPBKG_01130      K16150  295.07  124.4   5.6e-37 glycogen synthase [EC:2.4.1.11]
  EBNMPBKG_01130      K16148  323.93   97.0   1.4e-28 alpha-maltose-1-phosphate synthase [EC:2.4.1.342]
  EBNMPBKG_01130      K00754  245.87   86.8   1.3e-25 L-malate glycosyltransferase [EC:2.4.1.-]
  EBNMPBKG_01130      K15521  312.03   86.7   2.2e-25 D-inositol-3-phosphate glycosyltransferase [EC:2.4.1.250]
  EBNMPBKG_01130      K19002  276.30   81.7   5.3e-24 1,2-diacylglycerol 3-alpha-glucosyltransferase [EC:2.4.1.337]
  EBNMPBKG_01130      K13668  266.30   60.7   1.3e-17 phosphatidyl-myo-inositol dimannoside synthase [EC:2.4.1.346]
  EBNMPBKG_01130      K14335  271.23   49.0   3.3e-14 alpha-1,6-mannosyltransferase [EC:2.4.1.-]
  EBNMPBKG_01130      K16697  332.40   42.2   2.7e-12 teichuronic acid biosynthesis glycosyltransferase TuaC [EC:2.4.-.-]
  EBNMPBKG_01130      K00713  493.97   42.1   5.4e-12 UDP-glucose:(glucosyl)LPS alpha-1,2-glucosyltransferase [EC:2.4.1.-]
  EBNMPBKG_01130      K08256  268.97   41.4   8.7e-12 phosphatidyl-myo-inositol alpha-mannosyltransferase [EC:2.4.1.345]
  EBNMPBKG_01130      K13657  236.40   40.3   1.7e-11 alpha-1,3-mannosyltransferase [EC:2.4.1.252]
  EBNMPBKG_01130      K16703  256.30   38.0   1.2e-10 colanic acid/amylovoran biosynthesis glycosyltransferase [EC:2.4.-.-]
  EBNMPBKG_01130      K06338  244.53   34.2     1e-09 spore coat protein SA
  EBNMPBKG_01130      K02844  199.57   31.0     1e-08 UDP-glucose:(heptosyl)LPS alpha-1,3-glucosyltransferase [EC:2.4.1.-]
  EBNMPBKG_01130      K17249  258.03   30.8   1.3e-08 GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase [EC:2.4.1.292]
  EBNMPBKG_01130      K19424  330.50   29.8   2.3e-08 glycosyltransferase EpsF [EC:2.4.-.-]
  EBNMPBKG_01130      K00712  266.60   28.2   7.6e-08 poly(glycerol-phosphate) alpha-glucosyltransferase [EC:2.4.1.52]
  EBNMPBKG_01130      K16701  302.67   27.7   1.1e-07 amylovoran biosynthesis glycosyltransferase AmsD [EC:2.4.-.-]
  EBNMPBKG_01130      K13677  357.23   27.2   1.7e-07 1,2-diacylglycerol-3-alpha-glucose alpha-1,2-glucosyltransferase [EC:2.4.1.208]
  EBNMPBKG_01130      K13058  647.40   26.5   1.9e-07 mannosylfructose-phosphate synthase [EC:2.4.1.246]
  EBNMPBKG_01130      K20430  668.63   24.9   6.4e-07 glycosyltransferase AcbS [EC:2.4.-.-]
  EBNMPBKG_01130      K13658  168.90   24.1   1.3e-06 beta-1,4-mannosyltransferase [EC:2.4.1.251]
  EBNMPBKG_01130      K01182  851.43   23.1   1.4e-06 oligo-1,6-glucosidase [EC:3.2.1.10]
  EBNMPBKG_01130      K21011  254.93   21.2     9e-06 polysaccharide biosynthesis protein PelF
  EBNMPBKG_01130      K22710  590.90   20.9   1.3e-05 poly(ribitol-phosphate) alpha-N-acetylglucosaminyltransferase [EC:2.4.1.70]
  EBNMPBKG_01130      K13684  266.23   19.2   5.6e-05 putative colanic acid biosynthesis glycosyltransferase [EC:2.4.-.-]
  EBNMPBKG_01130      K12583  351.83   18.8   3.8e-05 phosphatidylinositol alpha 1,6-mannosyltransferase [EC:2.4.1.-]
  EBNMPBKG_01130      K12989  346.90   16.0   0.00037 mannosyltransferase [EC:2.4.1.-]
  EBNMPBKG_01130      K13678  273.67   15.4   0.00074 1,2-diacylglycerol-3-alpha-glucose alpha-1,2-galactosyltransferase [EC:2.4.1.-]
  EBNMPBKG_01130      K17248  459.93   14.9   0.00098 N-acetylgalactosamine-N,N'-diacetylbacillosaminyl-diphospho-undecaprenol 4-alpha-N-acetylgalactosaminyltransferase [EC:2.4.1.291]
  EBNMPBKG_01130      K19422  500.10   14.7     0.001 glycosyltransferase EpsD [EC:2.4.-.-]
  EBNMPBKG_01130      K13550  465.70   13.2    0.0033 2-deoxystreptamine N-acetyl-D-glucosaminyltransferase / 2-deoxystreptamine glucosyltransferase [EC:2.4.1.283 2.4.1.284]
  EBNMPBKG_01130      K20999  219.30   13.2    0.0028 polysaccharide biosynthesis protein PslF
  EBNMPBKG_01130      K21586       -   13.1     0.003 O55-antigen biosynthesis alpha-1,3-galactosyltransferase
  EBNMPBKG_01130      K15914  351.03   12.8    0.0036 N,N'-diacetylbacillosaminyl-diphospho-undecaprenol alpha-1,3-N-acetylgalactosaminyltransferase [EC:2.4.1.290]
  EBNMPBKG_01130      K00696  363.23   11.9    0.0037 sucrose-phosphate synthase [EC:2.4.1.14]
