# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* HOLGGCEK_00001      K03495  294.00 1004.9  2.4e-303 tRNA uridine 5-carboxymethylaminomethyl modification enzyme
  HOLGGCEK_00765      K00468  410.10   20.5   1.4e-05 lysine 2-monooxygenase [EC:1.13.12.2]
  HOLGGCEK_00765      K00112  119.37   20.4   1.7e-05 glycerol-3-phosphate dehydrogenase subunit B [EC:1.1.5.3]
  HOLGGCEK_00765      K16839  320.60   19.9   3.2e-05 FAD-dependent urate hydroxylase [EC:1.14.13.113]
  HOLGGCEK_00765      K22270  440.70   19.6     3e-05 3-hydroxybenzoate 6-monooxygenase [EC:1.14.13.24]
  HOLGGCEK_00765      K09471  286.77   19.6   2.3e-05 gamma-glutamylputrescine oxidase [EC:1.4.3.-]
  HOLGGCEK_00765      K22086 1336.03   19.4   1.6e-05 methylglutamate dehydrogenase subunit C [EC:1.5.99.5]
  HOLGGCEK_00765      K00274  244.23   19.3   2.7e-05 monoamine oxidase [EC:1.4.3.4]
  HOLGGCEK_00765      K07222  281.03   19.3   3.4e-05 putative flavoprotein involved in K+ transport
  HOLGGCEK_00765      K03185  415.73   19.0   3.9e-05 2-octaprenyl-6-methoxyphenol hydroxylase [EC:1.14.13.-]
  HOLGGCEK_00765      K05712  374.77   18.9   3.8e-05 3-(3-hydroxy-phenyl)propionate hydroxylase [EC:1.14.13.127]
  HOLGGCEK_00765      K06443  119.53   18.6   6.2e-05 lycopene beta-cyclase [EC:5.5.1.19]
  HOLGGCEK_00765      K03343  565.53   18.6   6.1e-05 putrescine oxidase [EC:1.4.3.10]
  HOLGGCEK_00765      K00259  292.43   18.4   8.4e-05 alanine dehydrogenase [EC:1.4.1.1]
  HOLGGCEK_00765      K10960  199.53   18.2   7.4e-05 geranylgeranyl diphosphate/geranylgeranyl-bacteriochlorophyllide a reductase [EC:1.3.1.83 1.3.1.111]
  HOLGGCEK_00765      K00481  317.57   18.2   7.8e-05 p-hydroxybenzoate 3-monooxygenase [EC:1.14.13.2]
  HOLGGCEK_00765      K21061  265.07   17.9    0.0001 D-hydroxyproline dehydrogenase subunit beta [EC:1.5.99.-]
  HOLGGCEK_00765      K00008  389.77   17.8    0.0001 L-iditol 2-dehydrogenase [EC:1.1.1.14]
  HOLGGCEK_00765      K00466  406.50   17.7   8.3e-05 tryptophan 2-monooxygenase [EC:1.13.12.3]
  HOLGGCEK_00765      K22879  195.83   17.6   7.1e-05 FAD-dependent urate hydroxylase [EC:1.14.13.113]
  HOLGGCEK_00765      K17229  217.87   17.6   0.00013 sulfide dehydrogenase [flavocytochrome c] flavoprotein chain [EC:1.8.2.3]
  HOLGGCEK_00765      K01854  117.93   17.4   0.00012 UDP-galactopyranose mutase [EC:5.4.99.9]
  HOLGGCEK_00765      K00285  271.80   17.3   0.00013 D-amino-acid dehydrogenase [EC:1.4.5.1]
  HOLGGCEK_00765      K00311  271.60   17.0   0.00013 electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1]
  HOLGGCEK_00765      K09516  374.27   16.5   0.00021 all-trans-retinol 13,14-reductase [EC:1.3.99.23]
  HOLGGCEK_00765      K00239  637.47   16.0   0.00028 succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]
  HOLGGCEK_00765      K00486  330.67   16.0   0.00027 kynurenine 3-monooxygenase [EC:1.14.13.9]
  HOLGGCEK_00765      K18254  963.00   16.0   0.00036 phthalate 3,4-dioxygenase ferredoxin reductase component [EC:1.18.1.3]
  HOLGGCEK_00765      K20075  993.33   16.0   0.00033 tryptophan oxidase StaO [EC:1.4.3.-]
  HOLGGCEK_00765      K16182  251.30   15.7   0.00057 3-methylornithyl-N6-L-lysine dehydrogenase [EC:1.4.1.-]
  HOLGGCEK_00765      K14253  468.90   15.5   0.00069 6-methylpretetramide 4-monooxygenase [EC:1.14.13.232]
  HOLGGCEK_00765      K00301  373.27   15.4   0.00058 sarcosine oxidase [EC:1.5.3.1]
  HOLGGCEK_00765      K10531  378.97   15.3   0.00051 L-ornithine N5-monooxygenase [EC:1.14.13.195 1.14.13.196]
  HOLGGCEK_00765      K19746  265.43   15.3   0.00096 D-arginine dehydrogenase [EC:1.4.99.6]
  HOLGGCEK_00765      K17940  520.20   15.0    0.0011 2-heptyl-3-hydroxy-4(1H)-quinolone synthase [EC:1.14.13.182]
  HOLGGCEK_00765      K00303  309.40   15.0   0.00065 sarcosine oxidase, subunit beta [EC:1.5.3.1]
  HOLGGCEK_00765      K00485  255.03   14.7   0.00059 dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]
  HOLGGCEK_00765      K00480  312.93   14.5     0.001 salicylate hydroxylase [EC:1.14.13.1]
  HOLGGCEK_00765      K05906  125.63   14.5    0.0008 prenylcysteine oxidase / farnesylcysteine lyase [EC:1.8.3.5 1.8.3.6]
  HOLGGCEK_00765      K03379  564.33   14.4    0.0011 cyclohexanone monooxygenase [EC:1.14.13.22]
  HOLGGCEK_00765      K24952 1038.13   14.1    0.0014 nopaline oxidase subunit A
  HOLGGCEK_00765      K13796  345.73   13.9    0.0012 tricarballylate dehydrogenase
  HOLGGCEK_00765      K20158       -   13.6    0.0016 pseudooxynicotine oxidase [EC:1.4.3.24]
  HOLGGCEK_00765      K07077  347.33   13.6    0.0015 uncharacterized protein
  HOLGGCEK_00765      K04094  344.23   13.4    0.0016 methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase [EC:2.1.1.74]
  HOLGGCEK_00765      K21267  611.23   13.4    0.0022 rifampicin monooxygenase [EC:1.14.13.211]
  HOLGGCEK_00765      K20218  806.70   13.2    0.0018 4-hydroxyisophthalate hydroxylase
  HOLGGCEK_00765      K08289  260.50   13.1    0.0033 phosphoribosylglycinamide formyltransferase 2 [EC:2.1.2.2]
  HOLGGCEK_00765      K14974  460.30   12.8    0.0034 6-hydroxynicotinate 3-monooxygenase [EC:1.14.13.114]
  HOLGGCEK_00765      K13832  377.53   12.6    0.0033 3-dehydroquinate dehydratase / shikimate dehydrogenase [EC:4.2.1.10 1.1.1.25]
  HOLGGCEK_00765      K00014  194.37   12.5    0.0051 shikimate dehydrogenase [EC:1.1.1.25]
  HOLGGCEK_00765      K20169       -   12.3    0.0044 nicotine oxidoreductase [EC:1.5.3.-]
  HOLGGCEK_00765      K10209  713.83   12.3    0.0057 4,4'-diapophytoene desaturase [EC:1.3.8.2]
  HOLGGCEK_00765      K16037       -   12.0     0.005 4,5-epoxidase
  HOLGGCEK_00765      K16022  637.73   12.0    0.0055 flavoprotein hydroxylase
  HOLGGCEK_00765      K06444  464.33   11.9    0.0054 lycopene epsilon-cyclase [EC:5.5.1.18]
  HOLGGCEK_00765      K11816  299.80   11.9    0.0056 indole-3-pyruvate monooxygenase [EC:1.14.13.168]
  HOLGGCEK_00765      K03495  294.00   11.8    0.0048 tRNA uridine 5-carboxymethylaminomethyl modification enzyme
  HOLGGCEK_00765      K03671  101.70   11.7     0.011 thioredoxin 1
  HOLGGCEK_00765      K15927  696.40   11.7    0.0066 oxygenase
  HOLGGCEK_00765      K17839  386.20   11.7    0.0085 polyamine oxidase [EC:1.5.3.17 1.5.3.-]
  HOLGGCEK_00765      K01925  357.30   11.5     0.009 UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9]
  HOLGGCEK_00765      K00022  355.30   11.4     0.013 3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]
  HOLGGCEK_00765      K00306  306.10   11.4    0.0068 sarcosine oxidase / L-pipecolate oxidase [EC:1.5.3.1 1.5.3.7]
  HOLGGCEK_00765      K00824  282.60   11.4     0.009 D-alanine transaminase [EC:2.6.1.21]
  HOLGGCEK_00765      K15873 1525.10   11.3    0.0077 7beta-hydroxy-3-oxochol-24-oyl-CoA 4-desaturase [EC:1.3.1.116]
  HOLGGCEK_00765      K19813  679.43   10.7     0.012 glucose dehydrogenase [EC:1.1.5.9]
  HOLGGCEK_00765      K16024  428.00   10.5     0.025 methoxymalonate biosynthesis protein
  HOLGGCEK_00765      K17064  283.20   10.2     0.026 D-2-hydroxyacid dehydrogenase (NADP+) [EC:1.1.1.272]
  HOLGGCEK_00765      K15461  171.00   10.1     0.015 tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein [EC:2.1.1.61 1.5.-.-]
  HOLGGCEK_00765      K18800  456.00    9.8      0.02 2-polyprenylphenol 6-hydroxylase [EC:1.14.13.240]
  HOLGGCEK_00765      K08322  358.77    8.9     0.056 L-gulonate 5-dehydrogenase [EC:1.1.1.380]
  HOLGGCEK_00765      K06954  498.03    8.6     0.049 uncharacterized protein
  HOLGGCEK_00765      K00060  325.00    8.1     0.088 threonine 3-dehydrogenase [EC:1.1.1.103]
  HOLGGCEK_00765      K05300  497.17    8.0      0.11 L-amino acid dehydrogenase [EC:1.4.5.-]
  HOLGGCEK_00765      K23007  386.30    7.9      0.14 L-galactonate 5-dehydrogenase [EC:1.1.1.414]
  HOLGGCEK_00765      K21060  445.70    7.8      0.12 D-hydroxyproline dehydrogenase [EC:1.5.99.-]
  HOLGGCEK_00765      K18208  122.23    7.5      0.16 renalase [EC:1.6.3.5]
  HOLGGCEK_00765      K00004  368.03    7.4      0.14 (R,R)-butanediol dehydrogenase / meso-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.4 1.1.1.- 1.1.1.303]
  HOLGGCEK_00765      K14257  303.20    7.1      0.17 tetracycline 7-halogenase / FADH2 O2-dependent halogenase [EC:1.14.19.49 1.14.19.-]
  HOLGGCEK_00765      K05556  366.60    6.8      0.33 ketoreductase RED1 [EC:1.1.1.-]
  HOLGGCEK_00765      K03184  446.00    6.3      0.33 3-demethoxyubiquinol 3-hydroxylase [EC:1.14.99.60]
  HOLGGCEK_00765      K00074  372.83    5.2      0.84 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]
* HOLGGCEK_00766      K00627  500.67  669.3    1e-201 pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]
  HOLGGCEK_00766      K09699  434.77  388.0  4.9e-117 2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl transacylase) [EC:2.3.1.168]
  HOLGGCEK_00766      K00658  468.37  306.7   3.5e-92 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]
  HOLGGCEK_00766      K11381  526.13   89.5   1.3e-26 2-oxoisovalerate dehydrogenase E1 component [EC:1.2.4.4]
  HOLGGCEK_00766      K01616 1682.97   62.4   1.6e-18 multifunctional 2-oxoglutarate metabolism enzyme [EC:2.2.1.5 4.1.1.71 1.2.4.2 2.3.1.61]
  HOLGGCEK_00766      K01965  847.97   54.5   6.1e-16 propionyl-CoA carboxylase alpha chain [EC:6.4.1.3]
  HOLGGCEK_00766      K01968  905.37   54.0   8.9e-16 3-methylcrotonyl-CoA carboxylase alpha subunit [EC:6.4.1.4]
  HOLGGCEK_00766      K11263  829.73   53.1   1.6e-15 acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
  HOLGGCEK_00766      K01958  851.07   48.1   2.5e-14 pyruvate carboxylase [EC:6.4.1.1]
  HOLGGCEK_00766      K20140 1260.93   48.0     6e-14 2-oxoglutarate carboxylase large subunit [EC:6.4.1.7]
  HOLGGCEK_00766      K02005  226.07   44.6   1.1e-12 HlyD family secretion protein
  HOLGGCEK_00766      K23351  119.23   44.3   1.7e-12 glutaconyl-CoA/methylmalonyl-CoA decarboxylase subunit gamma
  HOLGGCEK_00766      K13408  235.10   42.0     5e-12 membrane fusion protein
  HOLGGCEK_00766      K00382  469.67   40.9   8.1e-12 dihydrolipoamide dehydrogenase [EC:1.8.1.4]
  HOLGGCEK_00766      K11003  353.63   38.1   7.6e-11 membrane fusion protein, hemolysin D
  HOLGGCEK_00766      K02160   91.40   36.3   4.9e-10 acetyl-CoA carboxylase biotin carboxyl carrier protein
  HOLGGCEK_00766      K15037  124.13   36.3   4.6e-10 biotin carboxyl carrier protein
  HOLGGCEK_00766      K12537  384.53   35.4   3.7e-10 membrane fusion protein, type I secretion system
  HOLGGCEK_00766      K17490  139.67   31.2   2.3e-08 methylmalonyl-CoA carboxyltransferase 1.3S subunit [EC:2.1.3.1]
  HOLGGCEK_00766      K03543  291.70   30.3     2e-08 membrane fusion protein, multidrug efflux system
  HOLGGCEK_00766      K12542  388.77   30.1   1.9e-08 membrane fusion protein, adhesin transport system
  HOLGGCEK_00766      K01960  712.13   29.9     2e-08 pyruvate carboxylase subunit B [EC:6.4.1.1]
  HOLGGCEK_00766      K02022  356.33   28.1   7.9e-08 HlyD family secretion protein
  HOLGGCEK_00766      K24950  244.47   27.9   9.1e-08 membrane fusion protein, antimicrobial resistance system
  HOLGGCEK_00766      K13777  882.93   26.2   2.5e-07 geranyl-CoA carboxylase alpha subunit [EC:6.4.1.5]
  HOLGGCEK_00766      K21135  407.43   24.3   1.3e-06 membrane fusion protein, multidrug efflux system
  HOLGGCEK_00766      K18605  207.23   24.2   2.6e-06 biotin carboxyl carrier protein
  HOLGGCEK_00766      K18302  361.63   24.1   1.4e-06 membrane fusion protein, multidrug efflux system
  HOLGGCEK_00766      K15727  277.80   24.0   1.6e-06 membrane fusion protein, heavy metal efflux system
  HOLGGCEK_00766      K19595  449.77   22.5     4e-06 membrane fusion protein, gold/copper resistance efflux system
  HOLGGCEK_00766      K18990  242.70   22.4   3.9e-06 membrane fusion protein, multidrug efflux system
  HOLGGCEK_00766      K01993  245.57   22.2   6.5e-06 HlyD family secretion protein
  HOLGGCEK_00766      K01941  689.27   21.6   3.6e-06 urea carboxylase [EC:6.3.4.6]
  HOLGGCEK_00766      K18306  382.87   21.3   1.2e-05 membrane fusion protein, multidrug efflux system
  HOLGGCEK_00766      K18898  486.00   20.4   1.6e-05 membrane fusion protein, multidrug efflux system
  HOLGGCEK_00766      K13888  380.40   19.6   2.4e-05 membrane fusion protein, macrolide-specific efflux system
  HOLGGCEK_00766      K03585  252.50   19.5   4.2e-05 membrane fusion protein, multidrug efflux system
  HOLGGCEK_00766      K19271   82.13   19.3   4.1e-05 chloramphenicol O-acetyltransferase type A [EC:2.3.1.28]
  HOLGGCEK_00766      K15549  306.00   17.9   8.7e-05 membrane fusion protein, multidrug efflux system
  HOLGGCEK_00766      K21137  341.63   17.8   0.00012 membrane fusion protein, multidrug efflux system
  HOLGGCEK_00766      K21136  401.23   16.1   0.00031 membrane fusion protein, multidrug efflux system
  HOLGGCEK_00766      K19291  115.47   15.1   0.00076 mannuronan synthase [EC:2.4.1.33]
  HOLGGCEK_00766      K12532  536.23   15.0   0.00068 membrane fusion protein, RTX toxin transport system
  HOLGGCEK_00766      K15548  449.23   14.6    0.0011 p-hydroxybenzoic acid efflux pump subunit AaeA
  HOLGGCEK_00766      K20345  270.33   14.0    0.0015 membrane fusion protein, peptide pheromone/bacteriocin exporter
  HOLGGCEK_00766      K02437   40.27   11.5     0.016 glycine cleavage system H protein
  HOLGGCEK_00766      K02414   54.20   11.2     0.022 flagellar hook-length control protein FliK
  HOLGGCEK_00766      K24286  696.63   10.5    0.0072 proteoglycan 4
  HOLGGCEK_00766      K07798  299.23    8.3     0.071 membrane fusion protein, copper/silver efflux system
  HOLGGCEK_00766      K15539   48.87    7.6      0.26 cytoskeleton protein RodZ
  HOLGGCEK_00766      K03615  118.87    3.4       1.5 Na+-translocating ferredoxin:NAD+ oxidoreductase subunit C [EC:7.2.1.2]
  HOLGGCEK_00766      K07169  378.90    2.3       6.8 FHA domain-containing protein
* HOLGGCEK_00767      K00163  334.60 1391.5         0 pyruvate dehydrogenase E1 component [EC:1.2.4.1]
  HOLGGCEK_00767      K00615  234.83   79.5   1.7e-23 transketolase [EC:2.2.1.1]
  HOLGGCEK_00767      K01662  329.37   15.8   0.00031 1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7]
  HOLGGCEK_00767      K22003  449.53   10.8     0.017 aconitate Delta-isomerase [EC:5.3.3.7]
* HOLGGCEK_00768      K01734  130.03  207.0   1.3e-62 methylglyoxal synthase [EC:4.2.3.3]
* HOLGGCEK_00770      K04043  792.57  886.8  1.7e-267 molecular chaperone DnaK
  HOLGGCEK_00770      K04044  650.67  546.3  1.4e-164 molecular chaperone HscA
  HOLGGCEK_00770      K04045  618.97  395.9  2.5e-119 molecular chaperone HscC
  HOLGGCEK_00770      K04046  276.20   96.2   1.9e-28 hypothetical chaperone protein
  HOLGGCEK_00770      K03569  113.57   58.5   4.6e-17 rod shape-determining protein MreB and related proteins
  HOLGGCEK_00770      K04024  269.67   50.5   1.6e-14 ethanolamine utilization protein EutJ
  HOLGGCEK_00770      K00854  392.73   34.1   1.4e-09 xylulokinase [EC:2.7.1.17]
  HOLGGCEK_00770      K03590  122.17   18.4     5e-05 cell division protein FtsA
  HOLGGCEK_00770      K00879  366.87   18.3   7.6e-05 L-fuculokinase [EC:2.7.1.51]
  HOLGGCEK_00770      K11214  278.97   16.5   0.00019 sedoheptulokinase [EC:2.7.1.14]
  HOLGGCEK_00770      K02183  201.63   14.4    0.0021 calmodulin
  HOLGGCEK_00770      K23531  171.10   13.6    0.0033 calcium-binding protein 1/2/4/5
  HOLGGCEK_00770      K19088   51.93   13.3     0.004 CRISPR-associated protein Cst1
  HOLGGCEK_00770      K23876  253.23   11.0     0.015 (R)-2-hydroxyacyl-CoA dehydratese activating ATPase [EC:5.6.1.9]
* HOLGGCEK_00771      K03686  410.33  539.9  1.1e-162 molecular chaperone DnaJ
* HOLGGCEK_00771      K05516  335.87  336.3  2.1e-101 curved DNA-binding protein
  HOLGGCEK_00771      K09511  557.80  188.5   2.8e-56 DnaJ homolog subfamily B member 5
  HOLGGCEK_00771      K09515  158.73  130.1   1.3e-38 DnaJ homolog subfamily B member 9
  HOLGGCEK_00771      K09514  326.23  110.4   1.2e-32 DnaJ homolog subfamily B member 8
  HOLGGCEK_00771      K17867  104.17   87.3   1.1e-25 diphthamide biosynthesis protein 4
  HOLGGCEK_00771      K05801   91.30   68.3   7.1e-20 DnaJ like chaperone protein
  HOLGGCEK_00771      K00728  153.93   45.4   3.1e-13 dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109]
  HOLGGCEK_00771      K04082   73.87   38.9   6.2e-11 molecular chaperone HscB
  HOLGGCEK_00771      K19373   79.73   33.3   3.3e-09 DnaJ homolog subfamily C member 28
  HOLGGCEK_00771      K09539   62.10   30.2   3.5e-08 DnaJ homolog subfamily C member 19
  HOLGGCEK_00771      K07463  148.63   21.7   4.6e-06 archaea-specific RecJ-like exonuclease
  HOLGGCEK_00771      K22520   98.67   16.5   0.00054 protein disulfide-isomerase [EC:5.3.4.1]
  HOLGGCEK_00771      K04651   39.43   12.0     0.012 hydrogenase nickel incorporation protein HypA/HybF
  HOLGGCEK_00771      K08300  622.43    8.7     0.043 ribonuclease E [EC:3.1.26.12]
  HOLGGCEK_00771      K06872   46.03    8.5     0.088 uncharacterized protein
  HOLGGCEK_00771      K07743   68.00    8.5      0.19 transcriptional regulator
  HOLGGCEK_00771      K23379 2715.13    3.9      0.22 extracelluar matrix protein FRAS1
  HOLGGCEK_00771      K24453   97.17    1.9        17 (+)-pinoresinol hydroxylase [EC:1.17.9.2]
  HOLGGCEK_00771      K04066  127.20    0.3        12 primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:3.6.4.-]
* HOLGGCEK_00772      K00147  555.20  586.4  3.9e-177 glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]
  HOLGGCEK_00772      K15515  553.40   80.1   1.3e-23 sulfoacetaldehyde dehydrogenase [EC:1.2.1.81]
  HOLGGCEK_00772      K00132  647.70   65.5     3e-19 acetaldehyde dehydrogenase (acetylating) [EC:1.2.1.10]
  HOLGGCEK_00772      K04072  641.93   64.7   3.1e-19 acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]
  HOLGGCEK_00772      K00128  622.97   45.9   2.3e-13 aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
  HOLGGCEK_00772      K19266  636.70   41.7   6.7e-12 lactaldehyde dehydrogenase [EC:1.2.1.22]
  HOLGGCEK_00772      K00131  519.67   40.2   1.6e-11 glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9]
  HOLGGCEK_00772      K07248  596.23   40.1   1.6e-11 lactaldehyde dehydrogenase / glycolaldehyde dehydrogenase [EC:1.2.1.22 1.2.1.21]
  HOLGGCEK_00772      K18119  680.43   36.1     3e-10 succinate-semialdehyde dehydrogenase [EC:1.2.1.76]
  HOLGGCEK_00772      K00141  666.27   35.5   4.4e-10 benzaldehyde dehydrogenase (NAD) [EC:1.2.1.28]
  HOLGGCEK_00772      K15038  671.40   35.5     4e-10 succinyl-CoA reductase [EC:1.2.1.76]
  HOLGGCEK_00772      K10217  668.37   33.5   1.6e-09 aminomuconate-semialdehyde/2-hydroxymuconate-6-semialdehyde dehydrogenase [EC:1.2.1.32 1.2.1.85]
  HOLGGCEK_00772      K00130  685.10   32.7   2.9e-09 betaine-aldehyde dehydrogenase [EC:1.2.1.8]
  HOLGGCEK_00772      K13922  621.90   32.6   3.1e-09 propionaldehyde dehydrogenase [EC:1.2.1.87]
  HOLGGCEK_00772      K22187  545.10   32.1     4e-09 alpha-ketoglutaric semialdehyde dehydrogenase [EC:1.2.1.-]
  HOLGGCEK_00772      K18978  558.27   31.8   5.5e-09 glyceraldehyde-3-phosphate dehydrogenase [NAD(P)+] [EC:1.2.1.90]
  HOLGGCEK_00772      K19588  674.50   30.6   1.2e-08 2,5-dioxopentanoate dehydrogenase [EC:1.2.1.26]
  HOLGGCEK_00772      K00135  583.37   30.0   1.6e-08 succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]
  HOLGGCEK_00772      K04021  675.40   29.9     2e-08 aldehyde dehydrogenase
  HOLGGCEK_00772      K21802  741.40   29.5   2.6e-08 vanillin dehydrogenase [EC:1.2.1.67]
  HOLGGCEK_00772      K00206  614.03   28.7   4.1e-08 phosphonoacetaldehyde dehydrogenase [EC:1.2.1.-]
  HOLGGCEK_00772      K13821  662.77   24.8   4.9e-07 RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2 1.2.1.88]
  HOLGGCEK_00772      K14519  633.73   24.2   1.3e-06 NADP-dependent aldehyde dehydrogenase [EC:1.2.1.4]
